count
6
4
1
1
1
1
1
1
2
1
1
1
1
1
1
3
2
1
4
3
4
1
27
14
10
6
3
3
3
2
2
1
1
1
1
1
1
4
2
1
1
4
1
1
1
1
1
1
25
13
9
9
4
3
3
3
2
2
1
4
15
13
10
9
7
6
6
4
3
21
8
5
4
4
2
1
1
1
2
